봉안시설,경기도,김포시,김포시추모공원(봉안담),경기도 김포시 통진읍 애기봉로571번길 165 (귀전리83-4),031-983-3960,null,https://www.guc.or.kr/rainbow/html/about/memorial_01.php,0,공설,15,15,2,미설치,미설치,설치,설치,미설치
봉안시설,서울특별시,서울특별시,용미리건물식추모의집,"경기도 파주시 광탄면 진지로 151 (용미리, 추모의집)",031-943-3937,null,https://www.sisul.or.kr/open_content/memorial/,0,공설,15,5,3,설치,설치,설치,설치,설치
봉안시설,경상남도,고성군,장기공설봉안묘,경상남도 고성군 동해면 동해로 1236 (장기리),055-670-2923,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경상북도,김천시,금릉공원묘원 제1봉안당,경상북도 김천시 봉산면 광천4길 155-200 (광천리),054-430-0333,null,www.grpark.co.kr,100,사설,99,99,99,설치,설치,설치,설치,설치
봉안시설,강원특별자치도,춘천시,강촌추모원,강원특별자치도 춘천시 남산면 강촌길 31-29 (강촌리),033-261-0144,null,null,10,사설,0,0,0,미설치,미설치,설치,미설치,미설치
봉안시설,전라남도,보성군,대한불교선각종 정향사,전라남도 보성군 득량면 분지길 25-65 (송곡리),061-3362-2715,null,null,10,사설,10,99,99,미설치,미설치,설치,미설치,미설치
봉안시설,경상남도,밀양시,정토세계,경상남도 밀양시 삼랑진읍 삼랑진로 603 (미전리),055-352-9114,null,null,10,사설,99,99,99,설치,미설치,설치,미설치,미설치
봉안시설,경상북도,칠곡군,칠곡군공설봉안당,경상북도 칠곡군 지천면 낙산로1길 127-33 (낙산리),053-312-1755,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,전라남도,화순군,대한불교관음종불문사,"전라남도 화순군 도곡면 고인돌1로 282-65 (효산리, 불문사)",061-372-4567,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,전라남도,나주시,나주납골당,"전라남도 나주시 내영산1길 12-3 (삼영동, 내영사)",061-334-0048,061-332-6330,www.내영사.kr,5,사설,99,0,0,미설치,미설치,설치,설치,미설치
봉안시설,경기도,양주시,양주추모공원,경기도 양주시 율정로 42-22 (옥정동),031-866-4440,null,www.yangjupark.com,40,사설,99,99,99,미설치,미설치,설치,설치,미설치
봉안시설,충청북도,충주시,충주시 천상원,충청북도 충주시 목벌길 256 (목벌동),043-870-7867,043-870-7867,https://www.cjfmc.or.kr/www/contents.do?key=94,78,공설,0,0,0,설치,설치,설치,설치,설치
봉안시설,경상남도,고성군,천비룡사,경상남도 고성군 대가면 유흥갈천길 540-52 (척정리),null,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경기도,남양주시,에덴추모공원,경기도 남양주시 화도읍 수레로964번길 113-13 (차산리),031-572-0001,null,www.edpk.co.kr,0,사설,99,99,99,미설치,미설치,설치,설치,미설치
봉안시설,경기도,수원시 영통구,수원시연화장 봉안담,"경기도 수원시 영통구 광교호수로 278 (하동, 수원시연화장)",031-218-6524,null,https://www.law.go.kr/자치법규/수원시연화장설치및운영조례/,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경기도,가평군,상락향 극락전,"경기도 가평군 청평면 남이터길 65 (대성리, 상락향수도원)",031-584-0657,null,null,30,사설,20,0,0,미설치,미설치,설치,미설치,미설치
봉안시설,경상남도,의령군,수암사 영혼의쉼터,경상남도 의령군 의령읍 수암로 267 (하리),055-574-0056,null,null,100,사설,99,99,0,미설치,미설치,설치,미설치,미설치
봉안시설,경상북도,구미시,천생산 대원사 봉안당,"경상북도 구미시 인동49길 16-35 (구평동, 천생산대원사)",054-475-7108,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,서울특별시,관악구,대한불교조계종관음사,서울특별시 관악구 승방1길 109-80 (남현동),02-582-8609,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경상남도,사천시,대한불교관음회조계종 백천사 봉안당,"경상남도 사천시 백천길 326-2 (백천동, 백천사)",055-834-4010,null,www.bekchunsa.org,100,사설,99,99,99,설치,설치,설치,미설치,미설치
봉안시설,전라남도,순천시,순천시립추모공원 제2봉안당,전라남도 순천시 양율길 132 (야흥동),061-749-6168,061-749-4644,https://www.suncheon.go.kr/kr/welfare/0002/0010/0003/,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경상남도,양산시,신불산추모공원 납골당,경상남도 양산시 어실로 602-1 (어곡동),055-363-4666,055-363-0590,www.sbjs.kr/,55,사설,99,99,99,미설치,미설치,설치,설치,미설치
봉안시설,강원특별자치도,동해시,동해시하늘정원봉안당,"강원특별자치도 동해시 강원남부로 4589 (단봉동, 동해시하늘정원)",033-530-2894,033-530-2735,null,0,공설,0,0,0,미설치,미설치,설치,설치,미설치
봉안시설,경상북도,영천시,일승종개원사 봉안당,경상북도 영천시 신녕면 장수로 2238-28 (화남리),null,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,제주특별자치도,제주시,영락원 봉안당,제주특별자치도 제주시 산록북로 660 (아라일동),064-759-6666,null,http://wwwyoungrakwoncokr/indexphp,40,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,제주특별자치도,서귀포시,서귀포추모공원,"제주특별자치도 서귀포시 돈내코로 295-28 (상효동, 공설봉안당)",064-732-1893,null,www.jeju.go.kr/wel/burial/facInfo/chumo/enshrinementInfo.htm,30,공설,15,15,3,미설치,미설치,설치,설치,설치
봉안시설,경기도,양주시,대원정사 봉안탑·담,경기도 양주시 장흥면 권율로309번길 317-214 (석현리),031-855-5501,null,www.daewonjungsa.co.kr,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,충청북도,청주시,청주시목련공원 제1목련당,충청북도 청주시 상당구 목련로 731 (월오동),043-270-8578,null,https://www.cjuc.or.kr/home/sub.do?menukey=255,0,공설,15,15,2,설치,설치,설치,설치,설치
봉안시설,전북특별자치도,부안군,용화사 봉안당,"전북특별자치도 부안군 행안면 미륵골길 43 (역리, 용화사)",063-584-4919,null,null,8,사설,30,30,3,미설치,미설치,설치,미설치,미설치
봉안시설,경기도,화성시,(재)효원가족공원,경기도 화성시 만세구 향남읍 서봉로755번길 17-15 (동오리),031-354-2325,031-354-2327,www.skypark.co.kr,200,사설,99,99,99,미설치,설치,설치,미설치,설치
봉안시설,경기도,광명시,광명메모리얼파크,경기도 광명시 자경로 153 (일직동),02-2610-7380,null,www.gmuc.co.kr/user/conn/memoFaq.do?pmn=23000,76,공설,15,15,2,미설치,미설치,설치,설치,미설치
봉안시설,서울특별시,강남구,능인불교선양원봉안당,"서울특별시 강남구 양재대로 340 (개포동, 능인선원)",02-577-5800,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,제주특별자치도,서귀포시,표선면봉안당,제주특별자치도 서귀포시 표선면 서성일로189번길 313 (성읍리),064-760-4431,null,https://www.jeju.go.kr/wel/burial/sirBurial.htm,0,공설,0,0,0,미설치,미설치,설치,설치,미설치
봉안시설,경기도,파주시,조안공원,"경기도 파주시 조리읍 명봉산로 204(장곡리, 조안공원묘지관리실)",031-943-7476,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경상남도,밀양시,(재)만어추모공원 봉안당,경상남도 밀양시 삼랑진읍 단장로 439 (우곡리),055-356-4979,055-356-4939,www.maneopark.com,0,사설,99,0,0,설치,설치,설치,설치,설치
봉안시설,경상남도,함안군,마애사방어암,"경상남도 함안군 군북면 하림2길 181-78 (하림리, 마애사)",055-585-5114,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,인천광역시,인천광역시,인천가족공원 승화원 부속 봉안당,"인천광역시 부평구 평온로 61 (부평동, 관리사무소및홍보관)",032-456-2320,032-456-2323,https://www.insiseol.or.kr/life/family/,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,충청북도,음성군,용흥사 봉안묘,충청북도 음성군 금왕읍 용계리 183-21,043-877-0943,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경기도,파주시,새문안추모관,경기도 파주시 광탄면 보광로 389 (영장리),031-937-8264,031-937-8265,www.saemoonan.org:586/church/Sub_08_06.aspx,20,사설,30,5,6,미설치,미설치,설치,설치,설치
봉안시설,충청남도,천안시,(재)풍산공원묘원 봉안묘,"충청남도 천안시 동남구 병천면 풍산공원길 70 (봉항리, 풍산공원묘역)",041-554-4199,041-554-4198,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,충청남도,논산시,성불사 봉안탑,충청남도 논산시 상월면 상월로486번길 81 (대명리),041-734-0545,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,제주특별자치도,제주시,우도면 공설봉안묘,"제주특별자치도 제주시 우도면 영일길 80-10 (연평리, 우도장례식장)",064-728-4331,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경상남도,양산시,천불사 봉안탑,경상남도 양산시 매곡4길 35 (매곡동),055-372-1800,055-388-4801,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경기도,양주시,대원정사 봉안당,경기도 양주시 장흥면 권율로309번길 317-214 (석현리),031-855-5501,null,www.daewonjungsa.co.kr/,50,사설,0,0,0,설치,설치,설치,설치,미설치
봉안시설,인천광역시,강화군,온수리 무연고 봉안묘,인천광역시 강화군 길상면 온수리 산16,032-930-3114,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경기도,파주시,크리스찬메모리얼파크,경기도 파주시 조리읍 홀작로 164 (오산리),031-957-1260,031-957-1441,www.fgcmp.com,120,사설,99,99,99,미설치,설치,설치,설치,설치
봉안시설,경상남도,함양군,함양군구룡공설공원묘지 봉안탑,경상남도 함양군 함양읍 구룡리 산11,055-960-5145,null,null,5,공설,15,15,3,미설치,미설치,설치,미설치,미설치
봉안시설,전라남도,함평군,천일추모공원,전라남도 함평군 월야면 밀재로 1827 (외치리),061-322-1106,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경상남도,김해시,김해하늘공원(봉안),경상남도 김해시 생림면 생림대로928번길 10-91 (봉림리),055-335-9716,null,www.gimhaeskypark.com,0,사설,99,99,99,미설치,설치,설치,미설치,미설치
봉안시설,경상남도,밀양시,밀양성당 천상낙원,경상남도 밀양시 밀양대공원로 74 (교동),055-356-4023,null,milyang.pbcbs.co.kr/main/index.asp,80,사설,15,0,0,미설치,미설치,설치,설치,미설치
봉안시설,전라남도,보성군,존제산 일월사 설법전,전라남도 보성군 율어면 유신길 195 (유신리),061-853-2003,null,www.ilwolsa.co.kr,200,사설,99,99,99,설치,설치,설치,설치,미설치
봉안시설,경상북도,경주시,대한불교조계종 무일선원,"경상북도 경주시 감포읍 회곡길 127(대본리, 관음사)",054-753-8228,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,경기도,포천시,천주교 서울대교구 평화묘원 봉안묘,경기도 포천시 화현면 영일로368번길 66 (지현리),031-532-9723,null,null,500,사설,30,30,3,설치,미설치,설치,설치,설치
봉안시설,경기도,용인시 처인구,(재)용인공원(봉안담·묘),"경기도 용인시 처인구 모현면 새래로 158-33 (초부리, 용인공원묘지)",031-334-3484,null,www.yongin-park.com,2000,사설,5,99,0,설치,설치,설치,미설치,미설치
봉안시설,부산광역시,기장군,(재)실로암공원묘원 봉안묘,"부산광역시 기장군 철마면 사등길 181 (고촌리, 실로암공원묘원관리사무소)",051-721-5115,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
봉안시설,전북특별자치도,전주시 완산구,그린피아추모공원,"전북특별자치도 전주시 완산구 쑥고개옛길 51 (삼천동3가, 그린피아추모공원)",063-237-1009,null,greenpiapark.com,0,사설,99,99,0,설치,설치,설치,설치,설치
봉안시설,충청북도,진천군,진천군 추모의집,"충청북도 진천군 진천읍 백곡로 1465-34 (장관리, 진천군공설묘지)",043-539-3868,null,https://www.jincheon.go.kr/site/welfare/sub.do?menukey=1056,100,공설,30,15,1,미설치,미설치,설치,설치,설치
봉안시설,경기도,용인시 기흥구,백향목침례교회,"경기도 용인시 기흥구 보라하갈로 67 (하갈동, 보라제일교회)",031-286-2755,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
