sido,sigungu,name,address,phone,rooms,coffins,parking,extras,type,map
광주광역시,북구,일곡병원장례식장,광주광역시 북구 양일로 309 (일곡동),062-574-4445,3,4,0,식당·매점·주차장·유족대기실,사설(병원),
부산광역시,사하구,괴정병원장례식장,부산광역시 사하구 낙동대로249번길 11 (괴정동),051-293-4382,3,4,40,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
인천광역시,부평구,근로복지공단 인천병원장례식장,"인천광역시 부평구 무네미로 446 (구산동, 인천중앙병원)",032-524-4444,3,6,400,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상남도,산청군,산청경호장례식장,경상남도 산청군 산청읍 중앙로 93-8 (지리),055-973-1234,2,3,50,식당·주차장·유족대기실·장애인편의시설,사설(전문),
경상남도,진주시,진주시한일병원장례식장,"경상남도 진주시 범골로 17, 1층 ( 춤무공동 ,한일병원지하) (충무공동)",055-756-9009,5,8,1000,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
충청북도,제천시,제천세종장례식장,충청북도 제천시 송학주천로 46 (고암동),043-642-4441,3,4,400,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경기도,화성시,송산장례문화원장례식장,경기도 화성시 송산면 화성로 284 (육일리),031-357-9800,4,10,150,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경상북도,예천군,예천장례식장,경상북도 예천군 예천읍 충효로 35-8 (지내리),054-655-4442,3,3,100,식당·주차장·유족대기실·장애인편의시설,사설(전문),
경기도,성남시,성모장례식장,경기도 성남시 분당구 새나리로 13 (야탑동),031-709-0404,3,6,50,식당·매점·주차장·유족대기실,사설(병원),
충청남도,서천군,서해병원장례식장,충청남도 서천군 서천읍 서천로 184 (사곡리),041-953-4440,4,6,100,식당·주차장·유족대기실·장애인편의시설,사설(전문),
서울특별시,금천구,독산장례식장,서울특별시 금천구 시흥대로116길 5 (독산동),02-858-4444,2,4,0,식당·매점·주차장·유족대기실,사설(전문),
대구광역시,달서구,삼일병원장례식장,대구광역시 달서구 월배로 440 (송현동),053-219-1004,6,10,0,,사설(병원),
전라남도,여수시,여수제일병원장례식장,전라남도 여수시 학동1길 24 (학동),061-692-4444,5,6,250,주차장·유족대기실,사설(병원),
경기도,안성시,공도장례식장,경기도 안성시 원곡면 기업단지로 271 (반제리),031-652-2100,5,8,300,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
광주광역시,광산구,만평장례식장,광주광역시 광산구 임방울대로 24 (우산동),062-611-0000,9,14,500,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
충청북도,충주시,송원장례문화원장례식장,충청북도 충주시 주덕읍 신양로 62  (신양리),043-724-2211,2,6,80,매점·주차장·유족대기실·장애인편의시설,사설(병원),
서울특별시,구로구,고려대구로병원장례식장,"서울특별시 구로구 구로동로 148 (구로동, 고려대부속구로병원)",02-857-0444,11,20,945,식당·매점·주차장·장애인편의시설,사설(병원),
경기도,김포시,아너스힐병원장례식장,"경기도 김포시 통진읍 흥신로 320-10 (도사리, 제이에스병원)",031-989-4404,4,6,100,주차장·유족대기실,사설(병원),
경기도,양평군,양평장례식장,경기도 양평군 양평읍 중앙로111번길 52 (공흥리),031-772-1024,5,12,150,식당·매점·주차장·유족대기실,사설(전문),
대구광역시,수성구,천주성삼병원장례식장,대구광역시 수성구 달구벌대로 3190 (신매동),053-792-1024,2,6,0,주차장·유족대기실,사설(병원),
경기도,안성시,도민장례식장,경기도 안성시 공도읍 서동대로 4012 (승두리),031-692-4444,4,8,150,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
인천광역시,서구,검단탑병원장례식장,인천광역시 서구 청마로19번길 5 (당하동),032-565-4444,4,10,500,식당·매점·주차장·유족대기실,사설(병원),
충청남도,보령시,충남보령아산병원장례식장,충청남도 보령시 죽성로 136-1 (죽정동),041-930-5631,4,12,195,식당·매점·주차장·유족대기실,사설(병원),
광주광역시,서구,브이아이피장례타운장례식장,광주광역시 서구 풍서좌로 237 (매월동),062-521-4444,8,10,500,식당·주차장·유족대기실·장애인편의시설,사설(전문),
강원특별자치도,강릉시,강릉동인병원장례식장,강원도 강릉시 강릉대로419번길 42 (포남동),033-650-6165,4,8,0,식당·매점·주차장,사설(병원),
부산광역시,기장군,동남권원자력의학원장례식장,"부산광역시 기장군 장안읍 좌동길 40 (좌동리, 동남권원자력의학원)",051-720-5421,5,12,600,식당·매점·주차장·유족대기실,사설(병원),
경기도,수원시,한독병원장례식장,경기도 수원시 팔달구 경수대로 487 (인계동),031-212-4444,3,8,60,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상북도,포항시 남구,천상포항장례식장,"경상북도 포항시 남구 오천읍 송덕로 324, 천상포항장례식장",054-291-9000,6,10,150,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
충청남도,보령시,보령수협장례식장,충청남도 보령시 대해로 258-9 (남곡동),041-932-4004,5,8,110,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
부산광역시,서구,부산대학교병원장례식장,"부산광역시 서구 구덕로 179 (아미동1가, 부산대학병원)",051-240-7161,4,12,405,식당·매점·주차장,사설(병원),
경기도,용인시,기흥장례식장,경기도 용인시 기흥구 하갈로 17 (하갈동),031-275-4444,4,10,300,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경기도,파주시,파주보람장례식장,경기도 파주시 월롱면 통일로 715-2 (영태리),031-947-9444,4,8,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
강원특별자치도,속초시,속초보광병원장례식장,"강원도 속초시 중앙로 11 (교동, 속초보광병원)",033-633-7444,6,12,300,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
울산광역시,울주군,언양병원장례식장,울산광역시 울주군 삼남면 반구대로 785 (교동리),052-264-9787,1,4,30,식당·주차장·유족대기실·장애인편의시설,사설(병원),
충청남도,논산시,우리하늘장례원장례식장,충청남도 논산시 연무읍 안심로 280 (안심리),041-741-4404,4,4,120,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
충청남도,태안군,안면도장례식장,충청남도 태안군 안면읍 안면대로 2642(정당리),041-672-0444,4,6,54,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경상북도,포항시 남구,오천삼성병원장례식장,경상북도 포항시 남구 오천읍 충무로 10 (용덕리),054-292-6789,4,8,40,식당·매점·주차장·유족대기실,사설(병원),
대구광역시,달서구,에스병원장례식장,대구광역시 달서구 와룡로 57 (본리동),053-567-0909,2,4,50,식당·매점·주차장·유족대기실,사설(병원),
충청남도,아산시,아산시한국병원장례식장,충청남도 아산시 번영로230번길 13 (모종동),041-531-4444,3,6,60,주차장,사설(병원),
전라남도,목포시,목포현대병원장례식장,전라남도 목포시 용당로 322-1 (용해동),061-270-9708,4,5,50,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상남도,사천시,사천중앙요양병원장례식장,"경상남도 사천시 사천읍 옥산로 127 (선인리, 사천중앙병원)",055-851-5444,3,3,50,주차장·유족대기실,사설(병원),
경기도,여주시,여주 국빈 장례식장,경기도 여주시 여양로 388-13 (오학동),031-885-4400,7,10,500,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경상남도,합천군,합천추모공원장례식장,경상남도 합천군 합천읍 합천호수로 1613 (합천리),055-934-4444,3,6,0,,사설(전문),
경기도,평택시,평택시제일장례식장,경기도 평택시 삼봉로 30 (독곡동),031-611-1144,11,16,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경기도,남양주시,남양주장례식장,경기도 남양주시 진건읍 진건오남로 458 (송능리),031-528-4444,8,10,500,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경상남도,거창군,SG서경병원장례식장,"경상남도 거창군 거창읍 송정1길 24-13 (송정리, 서경병원)",055-945-0130,2,4,0,식당·주차장·유족대기실,사설(병원),
대구광역시,달서구,중앙요양병원 장례식장,대구광역시 달서구 월배로83길 14 (송현동),053-627-4444,4,6,120,식당·주차장·유족대기실·장애인편의시설,사설(병원),
전라남도,완도군,고금번영회장례식장,전라남도 완도군 고금면 고금동로 117 (덕암리),061-555-4400,1,2,0,,사설(전문),
부산광역시,사상구,삼신전문장례식장,부산광역시 사상구 대동로 261 (감전동),051-323-0044,8,18,300,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
서울특별시,영등포구,여의도성모장례식장,"서울특별시 영등포구 63로 10 (여의도동, 여의도성모병원)",02-3779-1526,6,12,0,식당·매점·주차장·유족대기실,사설(병원),
전라남도,순천시,순천한국병원장례식장,전라남도 순천시 우명길 42 (연향동),061-723-4444,5,6,300,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
전라남도,광양시,광양시가야장례식장,전라남도 광양시 광양읍 인덕로 1183 (구산리),061-763-4444,3,4,250,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경상북도,영덕군,영덕제일요양병원장례식장,경상북도 영덕군 영덕읍 우곡길 52 (우곡리),054-733-4440,3,4,100,매점·주차장·유족대기실·장애인편의시설,사설(병원),
경기도,안산시 단원구,안산중앙요양병원장례식장,"경기도 안산시 단원구 고잔로 134 (고잔동, 안산중앙요양병원)",031-403-4440,4,10,50,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
충청남도,서산시,서산의료원상례원장례식장,충청남도 서산시 중앙로 149 (석림동),041-689-7444,5,10,3,식당·주차장,공설(병원),
울산광역시,남구,울산영락원장례식장,"울산광역시 남구 산업로517번길 10 (여천동, 울산영락원장례식장)",052-272-1111,11,14,500,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경상남도,거제시,맑은샘병원장례식장,"경상남도 거제시 연초면 거제대로 4477 (연사리, 맑은샘병원)",055-636-4800,5,8,150,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
전라남도,보성군,보성우리장례식장,전라남도 보성군 보성읍 봉화로 166-5 (보성리),061-852-4445,4,4,100,식당·주차장·유족대기실·장애인편의시설,사설(전문),
경상남도,하동군,진교장례식장,경상남도 하동군 진교면 구고속도로 826 (고룡리),055-883-0474,3,4,57,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경기도,고양시 일산동구,국민건강보험공단일산병원장례식장,"경기도 고양시 일산동구 일산로 100 (백석동, 국민건강보험공단일산병원)",031-900-0444,9,14,0,식당·매점·주차장·유족대기실,공설(병원),
